varietal,description,color,encoded,parsed
Glera,quantities newest addition impressive refermented added chopped herbs sensations seamlessly combines depth sheer pleasure white,white,6,quantities newest addition impressive refermented added chopped herbs sensations seamlessly combines depth sheer pleasure white
Glera,delicate blossom vibrant hint adds zest closes white,white,6,delicate blossom vibrant hint adds zest closes white
Glera,packaged squat bottles emerge area dated dried talc powder firm contributes sensation dryness white,white,6,packaged squat bottles emerge area dated dried talc powder firm contributes sensation dryness white
Glera,tropical blossom sparkler doles banana apricot foaming pair nicely vanilla filled pastries white,white,6,tropical blossom sparkler doles banana apricot foaming pair nicely vanilla filled pastries white
Glera,intensely fragrant sparkler lean racy expressive firm white,white,6,intensely fragrant sparkler lean racy expressive firm white
Glera,wisteria blossom whiff linear bracing frames dried thyme vibrant persistent white,white,6,wisteria blossom whiff linear bracing frames dried thyme vibrant persistent white
Glera,tropical racy sparkler accompanied vibrant vigorous white,white,6,tropical racy sparkler accompanied vibrant vigorous white
Glera,carry tropical quenching ideal aperitif white,white,6,carry tropical quenching ideal aperitif white
Glera,sparkler candied zest refreshes white,white,6,sparkler candied zest refreshes white
Glera,refermenting adds depth bartlett granny nectarine zest adds white,white,6,refermenting adds depth bartlett granny nectarine zest adds white
Glera,honeysuckle whiff exotic candied nectarine banana white,white,6,honeysuckle whiff exotic candied nectarine banana white
Glera,packaged squat bottles popular area today sparkler pair foods unsalted almonds tones close white,white,6,packaged squat bottles popular area today sparkler pair foods unsalted almonds tones close white
Glera,straightforward carries dried honey foam mouth pair mozzarella white,white,6,straightforward carries dried honey foam mouth pair mozzarella white
Glera,spells layered pretty nuances tangerine drying contrast sparkler sweetness white,white,6,spells layered pretty nuances tangerine drying contrast sparkler sweetness white
Glera,blossom paste zest pretty sensation sweetness white,white,6,blossom paste zest pretty sensation sweetness white
Glera,followed foam lemon white,white,6,followed foam lemon white
Glera,sharp hold terms intensity certainly freshness followed white,white,6,sharp hold terms intensity certainly freshness followed white
Glera,wisteria bartlett quenching sparkler racy grapefruit tangy energized closes white,white,6,wisteria bartlett quenching sparkler racy grapefruit tangy energized closes white
Glera,delicate backs candied lends freshness white,white,6,delicate backs candied lends freshness white
Glera,enticing hint pastry creamed nectarine zest hint vibrant persistent white,white,6,enticing hint pastry creamed nectarine zest hint vibrant persistent white
Glera,named sharp effervescence white,white,6,named sharp effervescence white
Glera,lush sweetness effervescence foamy white,white,6,lush sweetness effervescence foamy white
Glera,follow lean suggestion brisk white,white,6,follow lean suggestion brisk white
Glera,sparkler jasmine blossom doles bartlett vibrant white,white,6,sparkler jasmine blossom doles bartlett vibrant white
Glera,followed background tones melon effervescence appear white,white,6,followed background tones melon effervescence appear white
Glera,dominated blossom effervescence white,white,6,dominated blossom effervescence white
Glera,blossom wisteria lift candied nectarine bartlett brightens lends white,white,6,blossom wisteria lift candied nectarine bartlett brightens lends white
Glera,sparkler sensations hint lemon drop white,white,6,sparkler sensations hint lemon drop white
Glera,refermenting leaving disgorging savory yeasty baked balanced lively white,white,6,refermenting leaving disgorging savory yeasty baked balanced lively white
Glera,foamy lively sparkler means effervescence white,white,6,foamy lively sparkler means effervescence white
Glera,fragrant blossom tangy doles lemon drop refined white,white,6,fragrant blossom tangy doles lemon drop refined white
Glera,followed lemon dictates sweetness mouth sparkler deliver overall white,white,6,followed lemon dictates sweetness mouth sparkler deliver overall white
Glera,lines backed foamy color white,white,6,lines backed foamy color white
Glera,intensity depth layers tangerine informal occasions white,white,6,intensity depth layers tangerine informal occasions white
Glera,satisfying sensations talc powder backed close white,white,6,satisfying sensations talc powder backed close white
Glera,offer roundness category offer white,white,6,offer roundness category offer white
Glera,color intensity subtle endnote chopped basil white,white,6,color intensity subtle endnote chopped basil white
Glera,heady whiff brisk firm persistent offset zest closes white,white,6,heady whiff brisk firm persistent offset zest closes white
Glera,honeysuckle follow foaming grapefruit candied lemon drop caps lifts white,white,6,honeysuckle follow foaming grapefruit candied lemon drop caps lifts white
Glera,makes addition popular category talc powder characterize pristine white,white,6,makes addition popular category talc powder characterize pristine white
Glera,attractive broom chamomile brisk signals close persistent white,white,6,attractive broom chamomile brisk signals close persistent white
Glera,following principles savory sparkler chopped herbs doles bartlett zesty foaming candied nectarine closes toasts aperitivo white,white,6,following principles savory sparkler chopped herbs doles bartlett zesty foaming candied nectarine closes toasts aperitivo white
Glera,remains drop tangerine talc powder white,white,6,remains drop tangerine talc powder white
Glera,hint follow linear exceedingly brisk vigorous white,white,6,hint follow linear exceedingly brisk vigorous white
Glera,fun informal scented sparker subtle carry racy citrusy brisk white,white,6,fun informal scented sparker subtle carry racy citrusy brisk white
Glera,scented lemon chopped herbs emerge racy persistent white,white,6,scented lemon chopped herbs emerge racy persistent white
Glera,pretty candied peel white,white,6,pretty candied peel white
Glera,honeysuckle follow lively hint vibrant lively energized white,white,6,honeysuckle follow lively hint vibrant lively energized white
Glera,heady honeysuckle carry vibrant lemon zest boasts lively close white,white,6,heady honeysuckle carry vibrant lemon zest boasts lively close white
Glera,blossom lemon zest steady softness close followed dense foam white,white,6,blossom lemon zest steady softness close followed dense foam white
Glera,alluring hawthorn blossom sparkler nectarine zest herbs underscore bartlett balanced vibrant lends white,white,6,alluring hawthorn blossom sparkler nectarine zest herbs underscore bartlett balanced vibrant lends white
Glera,honeysuckle jasmine fun sparkler apricot candied zest confectionary foaming white,white,6,honeysuckle jasmine fun sparkler apricot candied zest confectionary foaming white
Glera,dryness vibrant personality close white,white,6,dryness vibrant personality close white
Glera,heft added creaminess blossom emerge informal personality white,white,6,heft added creaminess blossom emerge informal personality white
Glera,dried ample foam inevitably spreads thickly white,white,6,dried ample foam inevitably spreads thickly white
Glera,area consistently produces subtle white,white,6,area consistently produces subtle white
Glera,jasmine wisteria dried herbs mingle candied nectarine zest frothy offset carry white,white,6,jasmine wisteria dried herbs mingle candied nectarine zest frothy offset carry white
Glera,tropical doles candied zest racy foaming white,white,6,tropical doles candied zest racy foaming white
Glera,basic perfectly quaffable thanks straightforward delivery caramel apricot melon white,white,6,basic perfectly quaffable thanks straightforward delivery caramel apricot melon white
Glera,delicate dough carry effervescent white,white,6,delicate dough carry effervescent white
Glera,tropical follow driven vibrant racy brisk white,white,6,tropical follow driven vibrant racy brisk white
Glera,moonlit festive dining focused white,white,6,moonlit festive dining focused white
Glera,tonic capped sharpness definition overall white,white,6,tonic capped sharpness definition overall white
Glera,dated beautifully captures ambient appearance persistent cheerful white,white,6,dated beautifully captures ambient appearance persistent cheerful white
